N,P,K,temperature,humidity,ph,rainfall,label
91,118,188,27.512974507989668,31.104686452669494,6.82958986624606,158.49806331636503,maize
89,26,117,42.8555182710646,34.666858685514,4.597543990527877,107.05536808140992,cotton
135,97,54,13.322687763045817,70.70412606653551,4.287292897590119,161.04516868630557,groundnut
59,71,16,41.87154562980952,92.23650806234093,7.0490571928098955,65.29653978771691,wheat
27,58,93,14.584149910472071,98.48558768851073,7.297996663081568,123.40986437926917,groundnut
100,142,192,28.427955488836265,31.030661410274057,3.8181546261788646,47.63065689548568,wheat
40,46,158,21.572277630514805,25.534287553041956,4.958011484772715,180.11704794016947,maize
45,68,116,42.737429654065735,18.85051676742798,8.272771527328803,46.815008135895546,wheat
34,130,82,17.84751304406973,88.6735435618742,3.797747766461153,64.8965002934464,wheat
133,25,173,22.38768807508713,39.34547682965631,8.630531983436217,43.93070441649477,wheat
81,39,168,43.38296424279514,14.155834912755642,7.448974859158001,126.76697918658182,cotton
114,34,125,27.312934082785034,33.24835540085288,6.106539556179229,255.7483672371376,rice
46,61,27,26.094684162365127,43.277932888549984,5.578597093825495,273.93098965747174,rice
9,51,175,17.280025575343686,99.22481057671493,3.6154937830933638,40.12904728800375,wheat
55,23,138,33.24908817117589,59.024577071709025,8.45128967451106,197.67403944125556,maize
29,118,201,8.517426263999996,31.605399493178712,4.356331123811229,211.62791888578056,groundnut
108,12,175,9.782454669282567,42.79437764535679,5.357251951172529,169.45558388096677,groundnut
4,30,29,29.576909136888897,42.40646112989155,6.914641882176823,206.75576121147287,rice
118,117,22,20.30028465746435,15.696414195833093,4.975955600427525,85.43340032406668,wheat
32,75,194,42.31938939923458,25.625742658742986,6.482842782513208,157.1003793093245,maize
117,34,145,40.51486486602028,73.78689553447617,8.356056972432214,129.44523773003198,cotton
64,139,47,33.693425312361455,24.341584845083176,6.323227608741649,45.1182264030967,wheat
10,71,82,37.45324092060085,33.84314778812622,9.193864064717577,195.1558031222969,maize
84,69,32,32.023946588036964,44.16340766277055,8.585003722258051,158.66025394803296,maize
25,40,150,12.520955697565785,79.16520522719726,5.498235412180366,97.04872753272329,groundnut
62,29,63,35.5595613088113,64.08648297864282,5.899772747503627,152.631872912944,maize
85,41,192,15.56691087387847,73.25399870901688,6.039960362135163,237.08344515130085,groundnut
58,5,67,19.643942783607084,62.76305998613481,7.257076717547088,244.46417358625789,groundnut
26,41,189,37.492431635687126,72.78894856908073,5.2207743751312385,201.86731604982336,rice
97,140,96,27.314921902164137,14.24442521510163,9.315494832935052,150.96939335204587,maize
104,137,183,38.95786571060273,94.05724041594294,7.152105323621005,181.20989897707744,maize
98,132,60,15.669271514357511,23.53913985523336,5.896409952446801,127.8043039795728,groundnut
128,131,159,29.88002378984794,48.93742225401382,7.3700588929494035,55.435776038386706,wheat
54,5,164,11.016475011737418,80.30929984105751,5.872430063178246,127.97376726810573,groundnut
5,39,115,31.15019576744107,51.42984174881046,8.406774085876513,168.4931716994976,maize
94,108,141,35.45122535991925,95.42845944340637,6.907045763310328,187.67352410216353,maize
132,27,72,29.05751218323398,54.212649570893944,3.751823020436402,282.0242732952938,rice
101,13,50,17.58433405395717,89.24478888182973,4.5605412045407645,237.65336460857253,groundnut
2,38,71,9.128336078919201,83.73121774915529,8.689963838177208,62.55791720450965,groundnut
22,132,158,12.300159822714289,98.36482204068675,6.8773989581407395,68.77101786281986,groundnut
52,8,140,30.402907246664945,93.68310914458388,9.202060859083431,48.13853258713113,wheat
82,106,10,41.63912780633049,91.23864978530757,3.9345338771641085,226.69088362185698,rice
84,79,28,15.43523854299223,76.91797328467428,5.2715637805158435,217.71423797771996,groundnut
77,103,180,34.460941367783555,45.56184066506699,4.661260239437436,296.1816124751267,rice
109,76,98,39.1922382769655,23.12678599658161,6.823041753372417,166.16655694601764,maize
0,7,177,26.7517584241104,73.22347449473753,5.796756986479457,251.39618007768692,rice
50,38,17,32.09356865037168,98.16425099506499,4.443641204458359,181.4031604199805,maize
3,49,201,37.34055140034133,76.48798161054073,7.356511483757282,264.7442795076824,rice
112,65,29,17.38430567866137,93.87072575785085,6.7177901947831185,221.88589100477043,groundnut
31,87,152,18.688244273649545,83.17020531417444,5.148417507777806,200.00752419755082,groundnut
33,127,122,8.022590598624422,28.027862060034373,6.3786281466942665,178.2343478752541,groundnut
91,106,86,42.67138871232089,35.43152427085071,7.974429890247137,222.43174684403294,rice
94,20,115,41.03161620546841,43.40044175156213,4.731630047303951,137.50307594788293,cotton
71,70,86,35.52445749533949,28.470398213068357,5.2574344802103745,47.04144259758595,wheat
38,123,70,10.846736755159332,64.02201460987858,5.576665922564691,31.196116063395426,groundnut
117,128,49,24.110104029182292,97.88874507560581,7.98035862320619,154.12664485056868,maize
2,106,118,11.668103142975902,79.48545967550965,8.581535597305443,187.80164302163956,groundnut
122,70,179,8.57312962146075,50.41126041980172,5.758330978649665,42.07772855977512,groundnut
49,17,67,30.182586747653502,14.387385364304825,5.279725171003509,100.33299369538862,groundnut
11,115,80,42.589859014886784,40.941736957883364,8.836680550110064,110.16901767313638,sugarcane
53,38,118,40.5032488435574,59.30129874153051,9.496189593156073,177.58274985831034,maize
132,43,115,33.08317333767456,41.88557515126947,7.522121837970794,97.97508769198095,wheat
56,140,187,11.479061029935371,23.54900338005192,9.439883689935085,46.78160787568187,groundnut
111,124,151,17.869905356202807,52.07778629012293,7.459797666811459,66.15988746503403,wheat
46,130,39,19.522042167870474,35.779742259051595,7.900761632046949,68.70538444917409,wheat
84,59,57,35.4734020788402,92.19398437568913,5.8319360092610815,255.9545843823732,rice
65,31,30,36.880970452464105,22.750889451087353,6.0978052819943205,99.60951235392162,wheat
74,122,18,21.863820427637137,18.22712607032509,4.36481398393637,220.11368549613195,maize
102,57,122,23.043823878233948,14.457018547318135,8.436500088590739,178.99484897500562,maize
37,43,49,9.602325413942168,42.21399286576657,9.0863541853232,293.5708510126038,groundnut
49,69,176,18.408921863075395,70.79326808527642,7.2406288021646725,96.39034728645663,wheat
97,17,197,24.24626637839504,76.81558274783417,5.561883850672391,64.34444574817606,wheat
81,25,55,12.211389669869273,52.98050477082819,4.424097952246198,34.57059455447691,groundnut
29,57,175,24.317628587180767,72.85226393915293,5.09093737823189,87.46870543875855,wheat
78,23,123,38.714329241280815,44.95260711452126,5.032462525111059,211.53984819630992,rice
90,61,155,28.92755671010192,71.43133491884905,7.181167304981439,43.87230289832097,wheat
51,29,188,10.841474781382843,17.491254736004112,9.170224792181626,88.51651664190439,groundnut
78,35,23,14.900167477889877,47.604756672762356,3.7896313217478887,259.4863430915234,groundnut
29,85,86,25.083596605708024,82.0130722764534,3.506133797566688,183.22682582206568,maize
105,27,80,21.013537393585235,83.05851861947411,7.101091665885954,39.46603127089473,wheat
50,36,187,20.914172703659556,75.58879498330974,5.204362772478292,33.35128038993372,wheat
80,78,96,27.053628133169248,31.56452136900834,8.783290054033742,37.11440509121473,wheat
132,14,192,29.03825317722047,35.259640228034456,5.463501847434902,283.72501404123074,rice
28,58,191,36.68701652994288,99.66363054474806,5.238425603173336,257.9639999970953,rice
131,56,37,20.274796284649447,22.89050861936855,5.117063727309784,256.5832117652569,maize
137,118,151,36.99678618946112,29.536992105607204,4.369116963609464,278.7806934281928,rice
73,18,32,20.19000424805477,25.182257985911402,6.989182845662663,161.47150927025487,maize
16,114,127,9.995587601884418,42.17832687679094,4.5092816140052605,89.25650792013633,groundnut
83,57,184,27.950755436172482,32.07512183011741,6.047786958741745,132.37744118678506,cotton
68,83,130,29.164483696213324,56.801164521108404,6.265832313533894,221.28194040746703,rice
33,26,181,41.64344884238697,54.93778079169031,3.622952281267847,265.28920402595423,rice
5,34,41,34.13820773824908,91.52948327281207,3.600843678926855,141.8254594758668,groundnut
52,8,158,41.03981548979982,16.987635480251207,6.6212761325409755,169.90666750697713,maize
125,63,103,40.70049956874834,41.50964359342765,7.676208393374793,280.89923811735093,rice
42,12,102,29.764667969296717,65.31257871174975,9.152854893682427,50.099618390640146,wheat
114,16,131,26.99943435211211,66.01295151858089,4.574715704941731,261.4437807527547,rice
110,123,172,28.067874817889596,55.29085569522199,4.119552856616496,64.60609503054206,wheat
79,38,84,43.21990907638092,84.1472365100585,3.8125274415629056,155.48117808137368,maize
94,86,42,35.83403690289052,19.394106741643455,6.1162494974777015,81.15847602565668,wheat
117,102,81,11.82557257252625,84.1319478398917,7.238884204015742,188.82533659336917,groundnut
7,131,130,36.02342264413039,56.54886467747051,8.543320140507586,176.4005580783145,maize
131,79,91,14.139369760336132,25.503419776622188,7.595869293758788,126.40206198741052,groundnut
103,109,58,24.104619764202525,90.17036456448108,4.750164734449144,261.72498415663483,maize
131,53,154,15.576548198355233,69.83367504052285,6.270622198377674,204.74772968065676,groundnut
24,83,20,32.82499035919627,28.064929066875976,8.962078077851931,221.93743498934424,rice
95,97,32,39.58315050294928,16.89387621231629,5.460446374864228,62.18472669814719,wheat
92,22,167,18.453027873200515,26.135429756607838,6.492382190551589,267.28638983317296,groundnut
60,100,192,10.952386683494755,66.35662457551385,9.25139200786218,66.77124581360515,groundnut
121,42,177,18.745751530698676,29.41947623236417,7.908248033442186,82.37978997878885,wheat
50,91,50,32.20502688555899,33.41562443925242,7.9864423138501515,55.85543877912652,wheat
20,92,76,19.8353645919602,16.16201641504302,5.014004026479366,143.30057823126836,groundnut
4,54,187,18.012038031936925,76.1720378125199,5.988188709830769,268.5585848906467,groundnut
91,12,89,14.639666861033538,83.69133837931159,3.9940529785803305,90.68530549076068,groundnut
60,138,30,25.910591367479608,82.52894320240259,7.139155202303202,124.65095771842691,sugarcane
21,73,89,17.934157813658754,24.970861017328446,4.1223809872549655,256.89859762111814,groundnut
69,125,157,34.3163725690214,91.6838969554333,8.51545749323573,192.98827833248896,maize
0,68,69,10.758406471719297,71.81597933477087,8.38732272211998,230.45259022095752,groundnut
132,143,138,31.905189192007434,91.18746152441035,6.701630606733858,79.92001384211216,wheat
11,125,155,16.552160524439714,52.45580338963707,4.346996199182178,220.61716173312112,groundnut
89,69,119,25.614053397857713,51.578118053198004,3.6534738991710087,83.73096201969629,wheat
45,111,68,18.299237193125382,81.470140606901,8.280252005255434,296.4479150189851,groundnut
33,141,91,34.019672336388645,22.023615570999944,7.100842899280561,176.76812371548644,maize
77,104,175,42.03105344905892,58.79516715060017,7.7655778204873,214.77899225207835,rice
44,86,111,41.01476406091328,85.92904426428541,5.322842754418206,53.152443559620785,wheat
72,55,155,29.00334374518728,85.39656042398313,6.556896427063487,90.18367441163947,wheat
25,87,100,24.653970917251222,96.22742564544373,7.983045023237903,59.12738467801921,wheat
46,116,162,37.458818339817746,74.05144304362699,6.275379849882797,129.24780027608247,sugarcane
120,60,81,32.59974905459828,31.868274131816637,7.108305336612386,99.55804197751158,wheat
55,64,150,14.608308111809583,15.74410708093395,8.238369570847773,225.2182326965594,groundnut
93,124,91,37.55309169006801,55.22975868193077,4.791323871598273,50.43851429588233,wheat
106,142,153,23.439838018209567,58.17853244353978,3.895573336144894,230.5766231661031,maize
62,27,61,14.803483758962305,34.6625822669081,6.69094106486483,32.797350898804496,groundnut
47,17,107,18.144704614273728,24.723980452629874,3.8727546243205744,76.56499445026988,wheat
60,105,155,17.630973088940323,64.41390229238377,8.09934376620052,241.7501977500888,groundnut
80,28,95,26.691451085724562,79.72598796607615,7.815268685802732,227.97745951021056,rice
25,112,49,16.437323264403517,99.41125290875381,8.790276028791782,153.37131189728174,groundnut
35,15,176,12.448393546456742,79.21402508010459,7.337372588203763,33.99516022171451,groundnut
0,21,92,12.452870622095386,82.25238762597996,3.9031854245142426,190.77024766740382,groundnut
7,29,119,28.99794309700748,67.01563552767658,5.0189127529377044,133.88274911274755,groundnut
112,98,51,34.45133439857763,98.78934867142152,8.347591067376316,108.62788205543153,cotton
98,25,172,19.575188318180267,69.03624911985305,4.5027945038815265,199.31497831142957,groundnut
46,88,183,9.247425553304614,87.98178263037457,7.6908828068893245,142.25207741648336,groundnut
126,144,174,12.580095929732387,95.33747957672219,8.181555985522868,45.87790812689002,groundnut
55,41,139,40.92900417213406,93.96783104304824,5.480670787131447,276.4661317434564,rice
13,46,54,25.76757174522031,46.80171956536866,5.4337848404174505,237.97806784694612,rice
27,105,180,24.32862114614629,20.764937015026245,6.846816087254881,35.78589356135468,wheat
77,52,88,9.369770419163274,28.781138418375228,8.667717996528582,167.01788365339476,groundnut
129,107,95,34.230932803408365,19.093204264108245,4.843437211480883,43.345717611615925,wheat
108,32,138,27.01045091355484,23.064136395306043,9.147549176254415,254.44116053637578,rice
13,45,95,15.274913699114748,29.880007146858,7.09471210892065,191.6439090945521,groundnut
55,103,141,11.962655366518058,43.334111226516555,9.452758828113657,68.28575740045918,groundnut
114,51,113,21.801963090751947,60.74440960545652,4.037682343971936,25.807575985736214,wheat
6,109,61,38.137830711020925,75.2046571045374,4.259372819040554,28.84268340099777,wheat
2,128,35,39.15060413123688,32.13975090516003,8.459850822280895,162.06233217815233,maize
110,17,25,29.70246969424291,71.83692676447998,8.688535373623095,225.62457402949667,rice
106,104,94,34.191311380285136,74.5662804072081,6.172752130225604,53.835326373508565,wheat
17,35,44,12.145608346503334,62.04152097049229,7.7844270568540095,81.95953845618811,groundnut
37,134,116,29.172538356842775,91.71113680268911,8.70534372467323,111.63278464746904,sugarcane
114,20,49,32.01076532553854,23.545553997275718,3.7587667293129723,81.06149897712284,wheat
14,141,81,15.22566234489652,29.232445353808075,6.943702537959552,129.57423755240444,groundnut
118,77,181,39.68557038476932,50.8651748974957,8.620883999158938,176.69220161422132,maize
27,58,91,15.019882550756712,24.897295230144543,5.88892966750865,211.7822895075666,groundnut
38,104,152,19.285184954472214,62.70146836027152,5.3143016366745615,289.857051018024,groundnut
16,113,105,30.340046492844507,48.262440128410496,8.274240110569025,280.63622751129446,rice
85,91,121,30.98060234470631,38.475238330088985,5.514719501017018,179.63555295209605,maize
125,141,96,33.17785067554522,28.619123919516806,3.519045789107019,225.56201580777932,rice
43,12,149,12.032421670455404,42.839088497946086,9.257435525774394,286.2442172951198,groundnut
24,11,32,38.58071947742799,66.2845041715814,7.0527394181061105,43.37214447159335,wheat
12,40,173,27.182496762197356,63.517528136489396,8.417107512260428,21.57773276120016,wheat
24,22,198,24.96758458778246,28.071664018080106,8.451809374056287,28.343933844283313,wheat
67,7,29,43.31951448248635,24.743103723694475,3.8984625222363967,177.73782146442989,maize
137,32,62,34.65361868987671,16.294201584363037,4.5251611963187885,233.59335908470956,rice
66,74,45,12.248216958297496,15.068601066278175,5.366724084557884,122.78098620860969,groundnut
108,32,138,35.23541002014467,89.66369747189293,5.424195710247937,172.6669689237332,maize
110,58,79,11.428961623023302,17.877641616463535,7.452716706085477,164.58256919359033,groundnut
110,69,42,8.988940250467454,76.88501544909917,7.238797524516109,46.53584964576548,groundnut
33,104,138,22.530532229716297,88.9907182770663,6.467538668058882,110.04471398273371,sugarcane
110,25,177,43.76881422149187,22.43297497637135,4.767582393852607,25.441843451044555,wheat
7,17,79,14.295821703015054,51.52192244963952,5.79190081814182,50.99759286582305,groundnut
112,61,146,32.21519636696444,96.7580565529878,6.761563810791017,247.3203024147378,rice
82,53,70,14.242258383420296,85.73592480502832,6.3079121966236515,252.2357792295293,groundnut
41,122,172,34.0923310985019,56.114546739775534,4.26375519857047,244.54496961261952,rice
100,58,7,26.19273205656174,79.58111570007355,7.397062961011542,223.50921946662623,rice
5,142,121,32.478981563217545,85.6704757011231,3.938310660863963,242.1275969919725,rice
25,57,103,15.303434332912445,43.93031883422986,5.769168098486482,207.87505555546514,groundnut
63,48,156,34.84261997073807,90.72515085081663,7.760176086051374,207.5533348685608,rice
58,51,23,43.84228614641744,54.46070549223548,3.6201412071182393,206.86130329770626,rice
108,57,150,31.96341802253455,59.39143326605937,6.919896914271897,163.93198110989715,maize
120,78,196,25.765279930623596,99.97485685267746,5.507125844859784,121.73722537015644,cotton
32,50,120,41.23426359029353,86.52405508908586,3.5529910605364066,224.4546745252354,rice
20,17,129,8.570666320347547,45.11222049647628,4.642299626365832,103.62088380428764,groundnut
69,106,92,34.27724669428956,14.889721296652196,9.145677159623926,172.01259681373338,maize
111,28,39,39.99487460529726,67.85097034627495,6.626893433030542,141.33957366100677,cotton
3,6,194,10.220285010354468,74.53655464701727,9.48336322777479,97.45423758623632,groundnut
93,85,5,24.202310134967295,69.96903135233066,6.648900502188447,292.9131777266897,maize
74,104,157,15.36990034219996,97.23616220003632,6.76361847374161,92.45046065650945,wheat
61,142,177,28.394653961161882,88.2155083505644,5.851058077597115,106.6020578424484,sugarcane
93,135,181,31.38354650973178,52.599525613535775,5.360242512388486,65.2445004922591,wheat
94,115,130,18.894434585435178,19.40574392262476,5.009273318797669,250.43457508800134,groundnut
54,106,93,24.55934010841163,54.94105417717173,5.560523696784044,184.24503215525704,maize
136,21,148,18.056221469956142,73.274985716734,6.259106485402593,191.650991812268,groundnut
130,16,151,21.298081920384096,66.2630435075224,4.651951701384741,249.75719530374738,maize
30,120,155,13.74343844078325,60.2797878231361,4.849250550834175,116.01750441636622,groundnut
39,28,29,39.880139969082734,54.318430389310755,5.129268612010635,74.21735910645987,wheat
35,33,20,8.360374780128911,39.263521080355225,6.195559351585035,75.55350191829311,groundnut
5,126,186,39.766730711976386,37.85182150831811,7.416880200885458,225.1335500094326,rice
65,94,77,28.580439620590585,57.01990718761896,8.636876901717724,191.9522432494853,maize
74,69,133,19.93968239037263,27.811870592949816,5.22279102312286,77.77488600298489,wheat
3,88,46,34.030056516571875,43.29894642743294,4.602370042048625,60.618310499318596,wheat
78,123,151,26.279077467055917,41.86221762506857,5.77308478910333,53.792445445352385,wheat
133,20,166,25.967911691873834,64.49342093624128,8.866298458231135,195.78362135685057,maize
117,108,84,11.965122185082791,19.734677831220115,3.559164370022837,20.033220575038,groundnut
112,96,108,22.022576934034714,85.35150650279817,7.567211696346472,25.129415928992245,wheat
93,31,187,16.67831645084252,62.36454071305858,6.3629602784694885,129.07487797530666,groundnut
61,138,150,8.565052601466068,71.69109454673044,4.46627728976408,213.57796199732547,groundnut
78,139,38,20.96358670815608,74.46607572331122,5.4261291576468,214.6110254192731,maize
135,37,93,11.23359665932177,39.06763576845814,4.8497002632622035,140.43311661015338,groundnut
25,59,129,17.245881358106665,54.45195479509852,8.766993007340734,213.5006098492795,groundnut
43,11,49,11.3305983625914,96.23715220479139,6.3912403036699414,165.90693028243513,groundnut
132,61,138,11.633898520030359,79.93665046772608,6.878565667234957,293.5407967032483,groundnut
69,130,25,15.164406598946778,97.38189126919394,7.062125716022123,65.48885987431325,wheat
117,16,126,43.99457280151041,78.1778736825808,7.337702747614136,188.18683495756957,maize
67,20,74,8.078629142860956,29.101612014932495,6.473334142255579,157.54685726628102,groundnut
18,47,100,30.992214900334588,19.550086010642154,3.607241185017895,74.45057650415444,wheat
19,121,109,13.084773128956064,63.67888355789107,5.508336121487911,229.99732099967696,groundnut
112,139,52,41.142612921587926,44.77194205442442,4.603239444325947,97.14224558095867,wheat
139,115,43,11.370784160010652,37.68938027188264,7.5808570574700616,126.87874934619165,groundnut
46,55,35,42.38227473654452,83.4201456925859,3.84022790822028,124.95255948450841,sugarcane
0,79,14,29.993349949405207,45.561420969047475,6.882820346669865,88.37725249262566,wheat
89,12,34,8.04565076895765,41.262083397150136,4.763790333645805,140.59749287555346,groundnut
63,49,22,40.18425912500502,87.0989330125349,9.193075030802367,152.53684665973313,maize
37,63,192,26.78162484920906,86.78071093783558,5.513245653119213,228.3820683866061,rice
36,136,92,17.456110471897443,44.64753084693487,5.451327148247805,234.2192008255704,groundnut
125,108,129,35.622050390562684,85.5948882847931,9.040308007944343,64.39567112166537,wheat
138,102,77,41.35995993992732,87.1669501686088,6.004087521824848,185.97624381170897,maize
99,83,19,25.41286963328458,50.4580260125513,9.277174005114453,270.93538351823076,rice
76,128,8,19.359925079951992,19.716689197988753,3.645022112801021,50.46025048767703,wheat
2,8,195,36.40202446165736,14.136279424105249,5.338067451212877,152.41593246955878,maize
133,94,172,32.54427792038437,59.00315180845357,7.4971577615985865,230.09887427433597,rice
9,108,13,39.9950894150098,43.59049242985059,8.845141787165831,191.2175736270561,maize
4,141,113,32.93050445940295,99.75334289761948,5.038433558049704,48.16398384705469,wheat
137,123,141,16.767020200383307,80.42734596794644,9.08286555178201,131.04971509827226,groundnut
129,137,158,41.539732991324684,79.46968924613547,7.064728798995129,162.02705950072192,maize
12,60,136,11.774086899415687,96.15087807271155,8.306049459187495,298.83676848055643,groundnut
129,100,20,17.64593900384652,90.34429821882559,5.883243825841383,70.01021461062278,wheat
83,79,147,26.72700587805988,41.36412323324943,4.77308229540124,295.0786548048315,rice
64,36,103,28.36671293855245,28.274901057933366,8.967412492686158,125.32193958424429,groundnut
62,32,125,8.551181118568596,78.14673479563147,9.098815210437312,76.08973610066998,groundnut
100,26,56,36.10061812955384,46.53155485672708,6.485450864924813,135.9505429947189,cotton
72,21,73,21.017863463314022,54.692848040262255,3.538970095995539,191.91863472974882,maize
16,63,9,22.63106747607696,68.21420488963511,4.158697722022427,79.77927029507885,wheat
8,94,24,37.137303599730046,92.07705021643069,6.93816776139033,101.60294332459577,sugarcane
37,110,83,21.654202102191604,50.04154681570307,3.6426602138113173,259.27302048588115,maize
93,30,150,9.700095553811174,81.36525255886508,5.8814715439201715,299.722649267283,groundnut
94,29,115,14.351831736932612,37.077222049620545,5.320219673432075,109.0883536195594,groundnut
48,142,6,42.41251420597457,74.02557401943076,7.786089652413228,61.67990510598328,wheat
68,49,97,10.53459304649051,14.135830212700421,3.8334720376876117,242.08782959833164,groundnut
61,87,17,20.777523234848584,88.94962036019459,6.432387613863725,188.12759243704065,maize
77,15,8,26.114450013848405,16.612643876083773,6.974685619253632,48.11232014516832,wheat
116,108,174,25.75810978418816,75.29682290958223,7.203746456315706,285.09601480208585,rice
119,72,113,8.142557948437139,17.978204276470414,5.930946032101645,41.85386795196976,groundnut
136,99,78,26.04185833246965,36.8971301478843,5.3262067005773055,195.0997924574195,maize
75,69,193,21.815808487186732,56.75940670586357,7.594958202422893,138.7024316502028,sugarcane
34,53,99,42.99485607708406,50.11472693994848,8.58541428861497,175.85469710718203,maize
0,56,109,13.729727023777874,30.49790585568691,7.661705826697273,79.69997478484044,groundnut
39,106,12,20.74955108334182,42.708082406994414,9.09261419274333,212.67091179018246,maize
63,61,71,23.10133346323351,76.58274782524316,7.803581152147563,288.7215129573351,maize
59,51,195,22.064967335634158,71.55610996184976,8.08771240408171,148.35924473257637,sugarcane
63,30,114,31.96990979546705,20.17605420369675,4.507419179612533,166.42831771910363,maize
92,118,13,15.758462871719678,78.26916099926822,6.01723786716027,87.14726775928676,wheat
71,9,121,15.958575901303705,18.561945782944438,6.410331985735791,269.72303545030275,groundnut
10,88,15,34.25159414603071,60.69166946258146,5.037758973767646,291.9288334391883,rice
104,56,103,26.010458672414465,36.365396331628396,6.671239162137727,240.16312782409523,rice
13,109,46,22.945604338063177,64.54135097014442,5.244751665331085,171.97658060474512,maize
59,58,145,14.091309860381065,36.47424205091756,7.625012556826496,287.9031108624166,groundnut
29,19,168,14.750980024837999,98.70638538782147,6.321730860219056,63.0780155028375,groundnut
34,65,124,8.37985892537242,40.63662380056774,6.252841725614214,153.97744077066116,groundnut
4,126,145,11.291345679021532,34.808614668006655,9.40185518619687,170.52959788339567,groundnut
82,25,16,28.04619300884868,37.94801501871976,5.854669091255422,157.7365975306655,maize
122,50,41,40.10743268030276,91.0966657242994,5.67377259553741,244.6771204100369,rice
77,138,78,18.33793154470007,68.71481926556365,5.411626227695926,207.71280948458195,groundnut
61,42,77,19.798900132260613,76.83883237818677,8.868495325854788,55.464370457113276,wheat
131,66,56,12.161801982014438,92.94890386811413,6.48034295658907,117.00636605605692,groundnut
88,90,203,21.9907140418557,92.42103369667065,7.100086864883814,114.94151754832818,sugarcane
41,82,134,9.33998136449585,77.54934280577056,4.58491087401437,178.37701398202003,groundnut
88,50,60,41.03362506542841,31.01290088035377,6.745654160029561,101.60835694421114,cotton
39,7,64,32.232008532483036,86.53010557805047,5.14788915721093,52.83609547509497,wheat
71,10,27,43.66695713815588,31.52473894043148,7.883821527577265,203.0311463839979,rice
38,97,107,39.78163385642577,77.88929801246515,8.495170092754293,258.2903427898063,rice
103,12,44,25.027661373133498,72.96186372285919,7.788864152787665,280.8502667304587,rice
13,112,68,26.70866112141357,79.2644411120784,7.881464997621544,292.3219569446532,rice
31,79,89,14.860737674618978,59.81096854138815,6.574848224717102,238.71271693852393,groundnut
124,81,155,24.633416342224002,68.93045167343288,7.772708338004811,59.116679921732604,wheat
96,54,161,40.50900344574122,95.98552691734595,6.036121613048961,258.87131078628283,rice
22,15,183,9.83072325088956,22.69361909898248,7.4089349211776785,131.9888205470927,groundnut
62,99,201,39.08804490793915,40.560865631219315,5.054235260723088,224.37516786186183,rice
52,74,93,20.27412085913395,66.57670312646088,3.918542073872061,168.75504138903403,maize
103,20,35,40.38245954346716,96.90865519130809,5.980839584731811,252.00971742165942,rice
103,72,182,41.87167662829345,22.219402498983698,6.27066893468294,139.14160519511282,cotton
38,103,24,32.15113593206861,15.939233051587433,5.03844294913214,37.30226700720581,wheat
133,52,187,31.919256317336405,18.79446546844821,7.866257110443426,175.91063904709185,maize
66,68,134,24.29915615751464,18.506889035663097,3.9413028738576754,67.96135530694849,wheat
134,94,157,38.07944808357347,92.07216376885678,4.836489946275131,290.34493705881835,rice
41,80,17,42.618059303598194,76.02818008230892,7.991388310721761,167.54965843113763,maize
14,143,126,35.90294481220829,72.23114749287993,6.122745642440075,174.99646227443293,maize
110,105,107,30.389722415241533,58.94126254251562,7.731701744235875,274.034399588149,rice
32,93,110,29.844544249568123,81.24792505960507,6.904915266701577,194.88386864232896,maize
37,22,123,38.58091645701184,27.38572737749681,9.204276499984175,104.764225613118,groundnut
96,23,74,27.48333556776674,47.70694232180561,7.086774996336998,102.90649273574391,cotton
32,59,199,36.938955904957616,56.14036556573354,3.589213846073118,160.44202197380773,maize
85,106,190,26.319869186272847,23.495216800198456,5.617264103026004,262.6503041001645,rice
65,122,103,10.24799389906127,50.07817900302646,4.358364093228246,242.524215406158,groundnut
9,138,86,21.822092320549586,41.21915301658535,9.047802065586218,289.56736409591656,maize
4,8,79,23.999874476173954,17.060064538237786,4.124074725710482,40.128114398617015,wheat
122,112,122,13.09822081951822,25.75924463471423,5.826239978786525,95.13129931001482,groundnut
73,119,88,11.68986785081166,79.70716679240257,4.856595161760153,42.45815818784328,groundnut
96,33,196,27.27673818765035,15.551260217399424,8.5803319423804,230.30217429268217,rice
117,63,73,11.065170916018957,94.34578372228705,5.351398985533502,59.43343296210742,groundnut
37,129,63,18.906026044043024,21.43251839046242,9.45136089885587,47.96816903932988,wheat
46,102,192,34.80549113467073,82.7344761014974,3.7316996336735055,177.2682179878761,maize
108,21,130,42.71955846444731,91.28102252113848,4.269660634775395,135.2157193933644,cotton
14,111,115,33.84334089986943,94.93766029713845,4.847832658574655,220.22837485349078,rice
135,47,66,43.73451974430333,88.60302402065363,8.366636241200958,156.36430967607643,maize
4,84,148,33.140166966058494,38.729303390588115,8.771103254384094,139.09368686332675,sugarcane
46,12,132,18.57660094355579,42.64549329510902,3.928708283656534,139.14012564915186,groundnut
67,110,109,32.19389145819303,50.682930080466534,3.694760850573658,264.12538651167927,rice
75,12,72,33.27764354708854,25.97951528901067,7.967341142627475,130.6631822022906,groundnut
129,100,19,21.38217144619258,15.915431135781253,4.300112040521681,113.35119577549737,sugarcane
94,98,187,8.637698621938004,88.74445882816897,4.297991522447835,114.78982156636421,groundnut
114,69,39,33.31519225191753,61.655069594099245,3.6341992069665756,75.04822310816928,wheat
35,43,187,8.781203429919499,66.3501730273266,3.798847265500531,260.99287816071705,groundnut
